city_en,city_ru,lat,lon,population,iso3,country,country_ru
Singhana,Сингхана,27.98,75.8,9394,IND,India,Индия
Rokietnica,Рокиеттница,52.5122,16.7456,9393,POL,Poland,Польша
Hazrat shiura,Хазрат Шиура,25.5976,85.6119,9393,IND,India,Индия
Novopskov,Новопков,49.5383,39.1019,9392,UKR,Ukraine,Украина
Resana,Городской Реана,45.6333,11.95,9392,ITA,Italy,Италия
Saint-philbert-de-grand-lieu,Сен-филберт-де-гранд-лие,47.0358,-1.6386,9392,FRA,France,Франция
Hsenwi,Хсенви,23.3,97.9667,9392,MMR,Burma,Бирма
Cetraro,Цетраро,39.5,15.95,9391,ITA,Italy,Италия
Magnago,Магнаго,45.5792,8.8025,9391,ITA,Italy,Италия
Schlangen,Шланген,51.8167,8.8331,9391,DEU,Germany,Германия
Sint willebrord,Сити Синт Виллеброрд,51.5483,4.5881,9390,NLD,Netherlands,Нидерланды
Makariv,Макарив,50.4597,29.8147,9390,UKR,Ukraine,Украина
Capriolo,Каприоло,45.6373,9.9336,9389,ITA,Italy,Италия
Tazarka,Тазарка,36.55,10.8333,9388,TUN,Tunisia,Тунис
North mimms,City North Mimms,51.7259,-0.2336,9387,GBR,United kingdom,Великобритания
Vempatti,Вемпатти,17.4488,79.5992,9387,IND,India,Индия
Ja`fariyeh,Ja'fariyeh,34.7739,50.5164,9387,IRN,Iran,Иран
Jamunamukh,Джамунамух,26.1015,92.7426,9387,IND,India,Индия
Ukwa,Уква,21.971,80.4662,9385,IND,India,Индия
Cutro,Сити Катро,39.0342,16.9819,9385,ITA,Italy,Италия
Gaurdah,Гаурда,25.7097,86.557,9385,IND,India,Индия
Verkhneyarkeyevo,City Verkhneyarkeyevo,55.4458,54.3167,9384,RUS,Russia,Россия
Horsell,Хорселл,51.3286,-0.5617,9384,GBR,United kingdom,Великобритания
Kolkwitz,Колквиц,51.75,14.25,9384,DEU,Germany,Германия
Angola,Ангола,41.6433,-85.005,9383,USA,United states,Соединенные Штаты
Sutton,Саттон,42.1337,-71.7503,9383,USA,United states,Соединенные Штаты
Kadimetla,Кадиметла,15.7376,77.5385,9382,IND,India,Индия
Adelsdorf,Адельдорф,49.7167,10.9,9382,DEU,Germany,Германия
Kungsangen,Кунгсанген,59.4833,17.75,9382,SWE,Sweden,Швеция
Nepi,Непи,42.2436,12.3464,9381,ITA,Italy,Италия
Grigoriopol,Григориополь,47.1536,29.2964,9381,MDA,Moldova,Молдова
San lorenzo,Сан Лоренцо,18.1875,-65.968,9381,PRI,Puerto rico,Пуэрто -рико
Rhosllanerchrugog,Rhosllanerchrugog,53.011,-3.052,9380,GBR,United kingdom,Великобритания
Curepto,City Curepto,-35.0833,-72.0167,9380,CHL,Chile,Чили
Manchester,Манчестер,38.583,-90.5064,9380,USA,United states,Соединенные Штаты
Marvast,Марваст,30.4775,54.2128,9379,IRN,Iran,Иран
Karkamis,Каркамис,36.8339,37.9969,9379,TUR,Turkey,Турция
Cermenate,Cermenate,45.7,9.0833,9378,ITA,Italy,Италия
Sarakkayhalli,Сараккайхалли,12.2191,78.048,9378,IND,India,Индия
Jhabrera,Джабрера,29.8091,77.7734,9378,IND,India,Индия
Sao jorge d'oeste,Сан Хорхе Д'осте,-25.7058,-52.9178,9378,BRA,Brazil,Бразилия
Kakarati,Какарати,24.5639,80.2659,9377,IND,India,Индия
Acton,Актон,43.6333,-80.0333,9377,CAN,Canada,Канада
Kharagbani,Харагбани,26.4852,86.3073,9377,IND,India,Индия
San giorgio di piano,Сити Сан -джорджио Ди -фортепиано,44.65,11.3833,9376,ITA,Italy,Италия
Dymka,Димка,48.0972,25.9753,9376,UKR,Ukraine,Украина
Dornstadt,Дорнштадт,48.4692,9.9417,9376,DEU,Germany,Германия
Rangapuram,Рангапурам,15.4092,78.0746,9375,IND,India,Индия
Zhongguancun,Чжунгуанкан,41.1789,117.9617,9375,CHN,China,Китай
Ait touil,Ait Touil,33.7842,-6.1281,9375,MAR,Morocco,Марокко
Haapsalu,Хапсалу,58.9394,23.5408,9375,EST,Estonia,Эстония
Tirubhuvane,Тирубхуван,11.9281,79.6448,9374,IND,India,Индия
Bakharia,Бахария,26.7666,84.6619,9373,IND,India,Индия
Topoloveni,Тополоввен,44.8069,25.0839,9373,ROU,Romania,Румыния
Foum jam'a,Фум Джам'а,31.96,-6.98,9373,MAR,Morocco,Марокко
Heiligenhafen,Хейлигенхафен,54.3739,10.9797,9373,DEU,Germany,Германия
Tocina,Точина,37.6,-5.7333,9373,ESP,Spain,Испания
Broadwater,Бродотер,50.8282,-0.3742,9373,GBR,United kingdom,Великобритания
Pumalakkundu,Пумалаккунду,9.8871,77.4498,9373,IND,India,Индия
Coral hills,Городские Корал -холмы,38.8706,-76.9215,9372,USA,United states,Соединенные Штаты
Clermont-l'herault,Клермонт-л'геро,43.6281,3.4331,9372,FRA,France,Франция
Douar oulad bouziane,Дуар Улад Бузиан,34.2325,-5.0444,9372,MAR,Morocco,Марокко
Helotes,Городские Helotes,29.5687,-98.696,9372,USA,United states,Соединенные Штаты
Ripoll,Рипелл,42.2006,2.1928,9372,ESP,Spain,Испания
Pustomyty,Городской Пустомит,49.7139,23.9108,9372,UKR,Ukraine,Украина
Ukhai purbari patti,Укхай Пурбари Патти,26.2471,84.4066,9372,IND,India,Индия
Fallon,Фаллон,39.4737,-118.7779,9371,USA,United states,Соединенные Штаты
Madaya,Мадая,33.6903,36.1035,9371,SYR,Syria,Сирия
Sierning,Городский Сернинг,48.0447,14.31,9371,AUT,Austria,Австрия
Barjhar,Барджхар,22.6012,74.2471,9370,IND,India,Индия
Hamira,Хамира,31.4589,75.4304,9370,IND,India,Индия
Pau brasil,Сити Пау Бразиль,-15.4639,-39.6508,9370,BRA,Brazil,Бразилия
Zacualpan de amilpas,City Zacualpan De Amilpas,18.7836,-98.7594,9370,MEX,Mexico,Мексика
Elsenfeld,Эльсенфельд,49.85,9.1667,9370,DEU,Germany,Германия
Mega,Мега,4.0167,38.25,9370,ETH,Ethiopia,Эфиопия
Ecatzingo,Экранго,18.95,-98.75,9369,MEX,Mexico,Мексика
Hathaura,Хатаура,26.1744,84.3294,9369,IND,India,Индия
Chhapera,Чхапера,23.8948,76.4538,9369,IND,India,Индия
Tivat,Тиват,42.43,18.7,9367,MNE,Montenegro,Черногория
Puig,Пуиг,39.5896,-0.3031,9367,ESP,Spain,Испания
Santa maria de cayon,Санта -мария Де Кайон,43.3114,-3.8525,9367,ESP,Spain,Испания
Tandarampattu,Тандарампатту,12.1533,78.9473,9366,IND,India,Индия
Rehau,Рехау,50.25,12.0167,9366,DEU,Germany,Германия
Langnau,Лангнау,46.9433,7.7853,9366,CHE,Switzerland,Швейцария
Roxborough park,Роксборо Парк,39.4492,-105.0746,9365,USA,United states,Соединенные Штаты
Baisuhalli,Баисухалли,12.2064,78.1906,9365,IND,India,Индия
Barahpur,Барахпур,25.4192,85.8762,9364,IND,India,Индия
Langhnaj,City Langhnaj,23.45,72.4833,9363,IND,India,Индия
Shahr-e majlesi,Шахр-и Маджлесси,32.1936,51.5006,9363,IRN,Iran,Иран
Muppalla,Городская Муппалла,16.3198,80.0927,9362,IND,India,Индия
Tiruvaduturai,Тирувадутурай,11.0379,79.5215,9362,IND,India,Индия
Eemnes,Эемнес,52.25,5.25,9362,NLD,Netherlands,Нидерланды
Denham springs,Денхем Спрингс,30.4743,-90.9593,9362,USA,United states,Соединенные Штаты
Taouloukoult,Таулукулт,31.2167,-9.0833,9362,MAR,Morocco,Марокко
Punta indio,City Punta Indio,-35.2667,-57.2167,9362,ARG,Argentina,Аргентина
Jarville-la-malgrange,City Jarville-la-malgrange,48.67,6.2067,9362,FRA,France,Франция
Indianola,Индианола,41.3629,-93.5652,9360,USA,United states,Соединенные Штаты
Tadangam,Тадангам,12.1056,78.1226,9360,IND,India,Индия
Opalenica,Опаленица,52.3078,16.4136,9360,POL,Poland,Польша
Sebastiao laranjeiras,Себастьяо Ларанджейрас,-14.5728,-42.94,9360,BRA,Brazil,Бразилия
Le passage,Ле Переход,44.2025,0.6042,9360,FRA,France,Франция
Taouz,Тауз,30.9069,-3.9958,9360,MAR,Morocco,Марокко
Maraial,Мараал,-8.8028,-35.8289,9359,BRA,Brazil,Бразилия
Miajadas,Миаджадас,39.15,-6.0667,9359,ESP,Spain,Испания
Mirjaveh,Мирджавех,29.0147,61.4503,9359,IRN,Iran,Иран
Ubbergen,Убберген,51.8333,5.9167,9358,NLD,Netherlands,Нидерланды
Tassera,Городская Тазера,36.0369,5.0022,9358,DZA,Algeria,Алжир
Wilnecote,Уилнекот,52.6081,-1.6677,9358,GBR,United kingdom,Великобритания
Mahalgaon,Махалгаон,26.0466,87.5774,9357,IND,India,Индия
Bagchini,Бэгчини,26.4817,77.8185,9357,IND,India,Индия
Ntchisi,Нтчиси,-13.3753,34.0036,9357,MWI,Malawi,Малави
Lesquin,Лескуин,50.5906,3.1117,9356,FRA,France,Франция
Robertson,Робертсон,-33.8,19.8833,9355,ZAF,South africa,Юар
Kirangur,Кирангур,12.4316,76.6993,9354,IND,India,Индия
Bayaram,Баярам,18.0506,80.7375,9354,IND,India,Индия
Ruffano,Руффано,39.9833,18.25,9353,ITA,Italy,Италия
Magny-les-hameaux,Магни-лей-хами,48.7363,2.0877,9353,FRA,France,Франция
Lutterworth,Латтерворт,52.456,-1.2,9353,GBR,United kingdom,Великобритания
Chinnampalaiyam,City Chinnampalaiyam,10.6604,77.0248,9353,IND,India,Индия
Awans,Аванс,50.6669,5.4633,9353,BEL,Belgium,Бельгия
Finestrat,Финестрат,38.5669,-0.2125,9352,ESP,Spain,Испания
Gore,Городской Гор,8.149,35.537,9352,ETH,Ethiopia,Эфиопия
Orlu,Орлу,5.7837,7.0333,9351,NGA,Nigeria,Нигерия
Queensferry,Квинсферри,55.99,-3.398,9350,GBR,United kingdom,Великобритания
Sherborne,Шерборн,50.9469,-2.5171,9350,GBR,United kingdom,Великобритания
Asudapuram,Асудапурам,15.878,78.132,9350,IND,India,Индия
Chilmil,Чилмил,25.4563,86.1364,9349,IND,India,Индия
Igarata,Игарата,-23.2044,-46.1561,9349,BRA,Brazil,Бразилия
Tiztoutine,Тицтутин,34.9833,-3.15,9349,MAR,Morocco,Марокко
Olekminsk,Олекминск,60.3667,120.4167,9348,RUS,Russia,Россия
Chiman,Чиман,30.12,75.695,9347,IND,India,Индия
Palhano,Палано,-4.745,-37.9589,9346,BRA,Brazil,Бразилия
Oravita,Оравита,45.0403,21.6853,9346,ROU,Romania,Румыния
Qutubpur,Кутубпур,25.6279,85.3684,9346,IND,India,Индия
Modra,Модра,48.3331,17.3069,9346,SVK,Slovakia,Словакия
Muro del alcoy,Муро -дель Алкой,38.7797,-0.4361,9345,ESP,Spain,Испания
Freystadt,Фрейштадт,49.2,11.3167,9345,DEU,Germany,Германия
Suan,Суан,10.3333,-74.8833,9344,COL,Colombia,Колумбия
Barpathar,Барпатар,26.2871,93.8884,9344,IND,India,Индия
Kalaikunda,Калайкунда,22.3424,87.2265,9344,IND,India,Индия
Oulad imloul,Улад Имлул,32.0333,-7.7167,9343,MAR,Morocco,Марокко
Dubrovytsya,Дубровцья,51.5667,26.5667,9343,UKR,Ukraine,Украина
Laanoussar,Лаануссар,33.6833,-4.8167,9343,MAR,Morocco,Марокко
Ladhuka,Ладхука,30.5082,74.0905,9342,IND,India,Индия
San agustin de las juntas,Сан Агустин Де Лас Юнтас,17.0,-96.7167,9342,MEX,Mexico,Мексика
Chandwara,Чандвара,24.393,85.4798,9341,IND,India,Индия
Yezhi,Йежи,27.7,99.05,9341,CHN,China,Китай
Bhogapuram,Бхогапурам,18.0311,83.4967,9341,IND,India,Индия
Polegate,Полегейт,50.8216,0.2442,9341,GBR,United kingdom,Великобритания
Lago vista,City Lago Vista,30.4519,-97.9908,9341,USA,United states,Соединенные Штаты
Vesele,Веселе,47.0158,34.9122,9340,UKR,Ukraine,Украина
Sankt valentin,Санкт Валентин,48.1667,14.5333,9340,AUT,Austria,Австрия
Pirpirituba,Пирпиритуба,-6.78,-35.4989,9340,BRA,Brazil,Бразилия
Bolokhovo,Болохово,54.0833,37.8333,9339,RUS,Russia,Россия
Parol,Городской Условно -договор,32.346,75.4344,9339,IND,India,Индия
Frodsham,Фродшам,53.2947,-2.7289,9339,GBR,United kingdom,Великобритания
Doctor arroyo,Городской Врач Арройо,23.6667,-100.1667,9339,MEX,Mexico,Мексика
Diamondhead,Даймондхед,30.3791,-89.3707,9338,USA,United states,Соединенные Штаты
Minano,Минано,36.0708,139.0988,9338,JPN,Japan,Япония
Hastings,Гастингс,40.5961,-98.39,9338,USA,United states,Соединенные Штаты
Rum,Городской Ром,47.2872,11.4581,9337,AUT,Austria,Австрия
Nattakkadaiyur,Наттаккадайюр,11.0882,77.6637,9337,IND,India,Индия
Katuria,Катурия,24.7476,86.7205,9336,IND,India,Индия
Takkali,Таккали,8.2461,77.3186,9336,IND,India,Индия
Redon,Редон,47.6522,-2.0836,9336,FRA,France,Франция
Agua branca,Агуа Бранка,-9.2608,-37.9361,9335,BRA,Brazil,Бразилия
Mallappadi,Маллаппади,12.5273,78.3756,9335,IND,India,Индия
Santa teresa di riva,Санта -тереза ​​ди Рива,37.94,15.3625,9335,ITA,Italy,Италия
Torrinha,Торринья,-22.4258,-48.1689,9335,BRA,Brazil,Бразилия
Blachownia,Блахаун,50.7833,18.9667,9334,POL,Poland,Польша
Macomer,Макомер,40.2644,8.7751,9334,ITA,Italy,Италия
Ban khi lek,Бан Кхи Лек,19.0625,98.9396,9334,THA,Thailand,Таиланд
Sheffield,Шеффилд,34.757,-87.6977,9334,USA,United states,Соединенные Штаты
Moore,Сити Мур,40.7798,-75.422,9333,USA,United states,Соединенные Штаты
Havre,Хавра,48.5427,-109.6804,9333,USA,United states,Соединенные Штаты
Nagyatad,Нагьятад,46.2294,17.3575,9333,HUN,Hungary,Венгрия
Tres rios,Трес Риос,9.9072,-83.9865,9331,CRI,Costa rica,Коста -рика
Sainte-julienne,Сэйнте-джульен,45.97,-73.72,9331,CAN,Canada,Канада
San lorenzo de descardazar,Сити Сан Лоренцо Де Дескардазар,39.6097,3.2839,9331,ESP,Spain,Испания
Manteswar,Мантсвар,23.4225,88.1075,9331,IND,India,Индия
Kesli,Кесли,23.4183,78.8062,9331,IND,India,Индия
Nulivedu,Nulivedu,14.1002,78.5548,9331,IND,India,Индия
Southport,Саутпорт,42.04,-76.8775,9330,USA,United states,Соединенные Штаты
Jaffar khanpet,Джаффар Ханпет,18.6875,79.5411,9329,IND,India,Индия
Boddikurapadu,Боддикурападу,15.6591,79.7509,9329,IND,India,Индия
Chinnakkavundanur,Чиннаккавунданур,11.4559,77.8673,9329,IND,India,Индия
Dowlatabad,Доулатабад,35.2842,59.5225,9329,IRN,Iran,Иран
Molsheim,Молшайм,48.54,7.49,9328,FRA,France,Франция
Harpur,Арпур,26.4527,86.071,9328,IND,India,Индия
Tarawan,Тараван,24.7295,85.2529,9328,IND,India,Индия
Pelagor,Пелагор,25.5992,87.7214,9328,IND,India,Индия
Wehrheim,Верхайм,50.3,8.5667,9328,DEU,Germany,Германия
Tleta taghramt,Тлата Таграммт,35.7877,-5.4677,9326,MAR,Morocco,Марокко
Vanzago,Ванзаго,45.5268,8.9947,9325,ITA,Italy,Италия
Sujapur,Сухапур,25.4815,87.4435,9325,IND,India,Индия
Gatteo,Гаттео,44.1371,12.4043,9325,ITA,Italy,Италия
Samdrup jongkhar,Самдрап Чонхар,26.8,91.505,9325,BTN,Bhutan,Бутан
Chupinguaia,Чупингюя,-12.5522,-60.8997,9324,BRA,Brazil,Бразилия
Kaleybar,Калибар,38.8664,47.0406,9324,IRN,Iran,Иран
Moskovskiy,Московский,55.6,37.35,9324,RUS,Russia,Россия
Concepcion,Городская Концепция,8.4167,123.6,9324,PHL,Philippines,Филиппины
Zafferana etnea,Зафферана Этниа,37.6833,15.1,9324,ITA,Italy,Италия
Sosale,Сосале,12.233,76.917,9324,IND,India,Индия
Lubuagan,Любуган,17.35,121.18,9323,PHL,Philippines,Филиппины
Bordj mokhtar,Бордж Мохтар,21.3289,0.9542,9323,DZA,Algeria,Алжир
Wallerfangen,Уоллерфанген,49.3128,6.735,9322,DEU,Germany,Германия
Pesca,Песка,5.5833,-73.05,9322,COL,Colombia,Колумбия
Borna,Борна,25.4373,86.6172,9321,IND,India,Индия
Hasanpura,Хасанпура,26.0751,84.3618,9321,IND,India,Индия
Nagayalanka,Нагаяланка,15.95,80.9167,9321,IND,India,Индия
Kalvarpatti,Калварпатти,10.625,77.9375,9320,IND,India,Индия
Telkathu,Телкату,26.1124,84.3733,9320,IND,India,Индия
Lac des oiseaux,Lac Des Oiseaux,36.7833,8.1167,9320,DZA,Algeria,Алжир
Unao,Унао,25.5784,78.6006,9320,IND,India,Индия
Kopong,Копонг,-24.4686,25.8922,9320,BWA,Botswana,Ботсвана
Santa comba,City Santa Comba,43.0383,-8.8142,9319,ESP,Spain,Испания
Maihma sarja,Майхма Саржа,30.311,74.8427,9319,IND,India,Индия
Jahangirpur salkhani,Джахангирпур Салхани,25.8335,85.4795,9319,IND,India,Индия
Oued essalem,Уэд Эссалем,35.5833,0.9167,9319,DZA,Algeria,Алжир
La'tamna,City La'tamna,31.91,-7.34,9318,MAR,Morocco,Марокко
St. francis,Св. Франциск,42.9716,-87.873,9318,USA,United states,Соединенные Штаты
Peixe,Пейкс,-12.025,-48.5389,9317,BRA,Brazil,Бразилия
Baisa,Бэйса,25.3552,86.7246,9317,IND,India,Индия
Moisei,Мойсей,47.6561,24.5381,9317,ROU,Romania,Румыния
Zawyat sidi ben hamdoun,Завит Сиди Бен Хэмдун,33.045,-7.929,9315,MAR,Morocco,Марокко
Timmapuram,Тиммапурам,15.4887,78.5744,9315,IND,India,Индия
Shanhur,Шанхур,25.8604,32.7779,9314,EGY,Egypt,Египет
Boali,Боали,4.8,18.1167,9314,CAF,Central african republic,Центральная Африканская Республика
Mohammad yar,Мохаммад Яр,36.9819,45.5222,9313,IRN,Iran,Иран
Janpur,Янпур,25.2958,84.8789,9313,IND,India,Индия
La victoria de acentejo,City La Victoria De Acentejo,28.4333,-16.4667,9313,ESP,Spain,Испания
San pablo huixtepec,City San Pablo Huixtepec,16.8167,-96.7833,9313,MEX,Mexico,Мексика
Rudraprayag,Рудрапрайаг,30.28,78.98,9313,IND,India,Индия
Vallendar,Валлендар,50.3971,7.622,9313,DEU,Germany,Германия
Imielin,Имилин,50.1478,19.1814,9313,POL,Poland,Польша
Chianki,Чианки,24.0051,84.1098,9312,IND,India,Индия
Ralla,Ралла,30.12,75.432,9311,IND,India,Индия
Ouled rached,Основный Рэйчед,36.2119,4.1106,9311,DZA,Algeria,Алжир
Irthlingborough,Иртлингборо,52.324,-0.614,9311,GBR,United kingdom,Великобритания
Bang khla,Банг Хла,13.7214,101.2081,9311,THA,Thailand,Таиланд
Pangunattam,Пангунаттам,12.1112,78.0123,9311,IND,India,Индия
San sebastian,Сан Себастьян,18.3356,-66.9948,9309,PRI,Puerto rico,Пуэрто -рико
Studenka,Студенка,49.7233,18.0786,9309,CZE,Czechia,Чехия
Rupahi,Рупахи,26.411,92.74,9307,IND,India,Индия
Chesapeake ranch estates,City Chesapeake Ranch Estates,38.3574,-76.4147,9307,USA,United states,Соединенные Штаты
Lunner,Луннер,60.2528,10.6672,9307,NOR,Norway,Норвегия
Laurens,Лорен,34.5022,-82.0207,9307,USA,United states,Соединенные Штаты
Welwyn,Уэлвин,51.831,-0.215,9307,GBR,United kingdom,Великобритания
Nor hachn,И Хахн,40.3019,44.5831,9307,ARM,Armenia,Армения
Quirino,Квирино,17.1356,121.735,9306,PHL,Philippines,Филиппины
Bohemia,Городская Богемия,40.7717,-73.1271,9306,USA,United states,Соединенные Штаты
Schaafheim,Шафхайм,49.9167,9.0167,9306,DEU,Germany,Германия
Sadarak,Садарак,39.7143,44.8846,9306,AZE,Azerbaijan,Азербайджан
Weissenthurm,Вайсендурм,50.4144,7.4606,9306,DEU,Germany,Германия
Choix,City Choix,26.7086,-108.3253,9306,MEX,Mexico,Мексика
Eisenberg,Эйзенберг,50.9681,11.9014,9305,DEU,Germany,Германия
Shimizu,Симидзу,43.0167,142.8833,9305,JPN,Japan,Япония
Tiana,Тиана,41.4831,2.2697,9305,ESP,Spain,Испания
Nogent-le-rotrou,Ногент-ле-ротроу,48.3225,0.8225,9305,FRA,France,Франция
Nove mesto nad metuji,Нобе Место Над Метуджи,50.3447,16.1517,9304,CZE,Czechia,Чехия
Patchur,Петчур,12.5949,78.4622,9303,IND,India,Индия
Mariyadau,Мариядау,24.2762,79.6559,9303,IND,India,Индия
Frickenhausen,Фрикенхаузен,48.5928,9.3611,9303,DEU,Germany,Германия
Hualane,Хуалан,-34.9765,-71.8048,9303,CHL,Chile,Чили
Qualicum beach,Городской Кваликум Пляж,49.35,-124.4333,9303,CAN,Canada,Канада
Khajuri,Хаджури,26.063,87.1341,9303,IND,India,Индия
Satravada,Сатравада,13.3201,79.5488,9303,IND,India,Индия
Severance,Городской Выход,40.5265,-104.865,9302,USA,United states,Соединенные Штаты
Sanger,Сэнгер,33.3715,-97.1678,9302,USA,United states,Соединенные Штаты
Ochsenhausen,Охсенхаузен,48.0722,9.9481,9301,DEU,Germany,Германия
Kalachinsk,Калахинск,55.05,74.5833,9300,RUS,Russia,Россия
Pasraha,Пасраха,25.3973,86.7034,9300,IND,India,Индия
San jose guayabal,Сан -хосе Гуабал,13.85,-89.1,9300,SLV,El salvador,Сальвадор
Leonia,Леония,40.8638,-73.99,9300,USA,United states,Соединенные Штаты
Hagondange,Гагонданг,49.255,6.1686,9300,FRA,France,Франция
Yuryevets,Юрюеветс,57.3167,43.1,9300,RUS,Russia,Россия
Elhovo,Элхово,42.172,26.5694,9299,BGR,Bulgaria,Болгария
Draksharama,Дракшарама,16.7928,82.0635,9299,IND,India,Индия
Uranganpatti,Уранганпатти,9.9984,78.4297,9298,IND,India,Индия
Quakertown,Quakertown,40.4398,-75.3455,9298,USA,United states,Соединенные Штаты
Conde-sur-l'escaut,City Conde-sur-l'escaut,50.45,3.5914,9297,FRA,France,Франция
Mumaradikop,Мумарадикоп,15.9,75.5,9297,IND,India,Индия
Honganur,Хонгунур,12.6044,77.2175,9296,IND,India,Индия
Pica,Пика,-20.4892,-69.3294,9296,CHL,Chile,Чили
Barros cassal,City Barros Cassal,-29.0928,-52.5828,9296,BRA,Brazil,Бразилия
Xinpi,Синпи,22.488,120.5814,9296,TWN,Taiwan,Тайвань
Porto de pedras,Порто Де Педрас,-9.1578,-35.295,9295,BRA,Brazil,Бразилия
Rosario do catete,Росарио До Катете,-10.6958,-37.0308,9295,BRA,Brazil,Бразилия
Isua,Исуа,25.233,85.843,9295,IND,India,Индия
Magdalena,Магдалена,-35.0833,-57.5167,9294,ARG,Argentina,Аргентина
Bo`z,Бо,40.6833,71.9167,9294,UZB,Uzbekistan,Узбекистан
Wunsiedel,Вунсидель,50.0167,12.0167,9294,DEU,Germany,Германия
Riverdale,Ривердейл,41.6441,-87.6366,9294,USA,United states,Соединенные Штаты
Hardeeville,Хардивилль,32.2949,-81.0321,9293,USA,United states,Соединенные Штаты
Shende,Шенде,10.6333,36.9333,9293,ETH,Ethiopia,Эфиопия
Ikeda,Икеда,35.4423,136.573,9292,JPN,Japan,Япония
Bridgeport,Бриджпорт,39.3036,-80.2478,9292,USA,United states,Соединенные Штаты
Khandaich,Кханхайч,24.8511,86.2395,9292,IND,India,Индия
Kanajanahalli,Канаджанахалли,14.1092,76.8381,9292,IND,India,Индия
Malahide,Малахид,42.7928,-80.9361,9292,CAN,Canada,Канада
Jackson,Джексон,43.472,-110.7746,9292,USA,United states,Соединенные Штаты
Titu,Титу,44.6622,25.5736,9291,ROU,Romania,Румыния
Modavandisatyamangalam,Модавандисатьямангалам,11.2635,77.7285,9291,IND,India,Индия
Kharahara,Харахара,24.9142,87.0006,9291,IND,India,Индия
Gassino torinese,Гассино Торинезе,45.1271,7.8248,9291,ITA,Italy,Италия
Perwez,Первез,50.6241,4.815,9291,BEL,Belgium,Бельгия
Poienile de sub munte,City Poienile De Sub Munte,47.8167,24.4333,9291,ROU,Romania,Румыния
Haiku-pauwela,Хайку-паувела,20.9156,-156.3022,9290,USA,United states,Соединенные Штаты
Gibsonville,Гибсонвилль,36.0993,-79.5415,9289,USA,United states,Соединенные Штаты
Juprelle,Юприлль,50.7101,5.5304,9288,BEL,Belgium,Бельгия
Milajerd,Милайерд,34.6214,49.2081,9288,IRN,Iran,Иран
Saumalkol,Саумалкол,53.2914,68.1094,9288,KAZ,Kazakhstan,Казахстан
La jigua,City La Jigua,15.0427,-88.7974,9288,HND,Honduras,Гондурас
Dahi,Дахи,22.1122,74.5879,9288,IND,India,Индия
Kruszwica,Крушвика,52.6772,18.3292,9288,POL,Poland,Польша
Asarhi,Асархи,25.2892,85.2189,9286,IND,India,Индия
Betania,Бетания,5.75,-75.9667,9286,COL,Colombia,Колумбия
Suzdal,Сюждал,56.4167,40.45,9286,RUS,Russia,Россия
Marano vicentino,Марано Висентино,45.7,11.4333,9285,ITA,Italy,Италия
Jandaira,Jandaira,-11.5639,-37.7839,9285,BRA,Brazil,Бразилия
Valreas,Валреас,44.385,4.9911,9285,FRA,France,Франция
Lagunia raghukanth,Лагуния Рагхукант,25.8195,85.7725,9284,IND,India,Индия
Kollankulam,Колланкалам,8.7964,77.5681,9284,IND,India,Индия
Mont-saint-martin,Мон-сен-мартин,49.5411,5.78,9282,FRA,France,Франция
Uppalapadu,Уппалападу,16.3862,79.9983,9282,IND,India,Индия
Kunnattur,Куннаттур,11.2727,77.4107,9282,IND,India,Индия
Sariz,Сариз,38.4792,36.5006,9282,TUR,Turkey,Турция
Analaroa,Анароа,-18.408,47.7074,9282,MDG,Madagascar,Мадагаскар
Mabeskraal,Мабескраал,-25.196,26.803,9282,ZAF,South africa,Юар
Binisalem,Бинисалем,39.6886,2.8422,9281,ESP,Spain,Испания
Ban bo phlap,Городской Запрет На Флап,13.8366,100.0746,9281,THA,Thailand,Таиланд
Wohleiberg,Вохляйберг,46.9719,7.3569,9281,CHE,Switzerland,Швейцария
San pancrazio salentino,Сити Сан Панкрацио Салентино,40.4167,17.8333,9281,ITA,Italy,Италия
Cisterniga,Цистернига,41.6167,-4.6833,9281,ESP,Spain,Испания
Ilvesheim,Ильвешейм,49.4725,8.5675,9280,DEU,Germany,Германия
Bagnara calabra,Багнара Калабра,38.2833,15.8167,9279,ITA,Italy,Италия
Salzhemmendorf,Сальцемендорф,52.0667,9.5833,9279,DEU,Germany,Германия
Kemberg,Кемберг,51.7833,12.6333,9279,DEU,Germany,Германия
Herculandia,Геркуландия,-22.0036,-50.3853,9278,BRA,Brazil,Бразилия
Nakhon thai,Накхон Тайский,17.1006,100.8374,9278,THA,Thailand,Таиланд
Sauzal,Саузал,28.4778,-16.4361,9278,ESP,Spain,Испания
Chicholi,Чихоли,22.01,77.66,9278,IND,India,Индия
Moldova noua,Молдова Нуа,44.7178,21.6639,9278,ROU,Romania,Румыния
East stroudsburg,City East Stroudsburg,41.0023,-75.1779,9278,USA,United states,Соединенные Штаты
Villa de guadalupe,Городская Вилла Де Гуадалупе,23.3667,-100.75,9277,MEX,Mexico,Мексика
Palomares del rio,Паломарес Дель Рио,37.3167,-6.05,9277,ESP,Spain,Испания
Bad schussenried,Плохой Шуссенрид,48.0067,9.6586,9277,DEU,Germany,Германия
Pozo almonte,Позо Альмонте,-20.2667,-69.8,9277,CHL,Chile,Чили
Blanchard,Бланшар,35.1524,-97.6602,9276,USA,United states,Соединенные Штаты
Washington,Вашингтон,40.7877,-74.7918,9276,USA,United states,Соединенные Штаты
